micro_agg,neg_corr,precision,accuracy,recall,tau,u,auc,eor,dpr,epsilon,eOdds,f,f1,k
0.0,1.0,0.7984858998382108,0.743,0.8446450315076024,0.4,,0.6736522308148596,0.05868861316329041,0.1086644763756638,,0.24253486100334634,,0.8205652204284772,40.0
1.0,1.0,0.7346187314425331,0.6699999999999999,0.8394383611265877,0.4,,0.5600734186180125,0.11663026829146347,0.10553704130525723,,0.24713211910291186,,0.7770183054923037,40.0
0.0,0.0,0.7906527057507617,0.743,0.8593835469083567,0.4,,0.6644894338425293,0.06515705553476453,0.12041713382978556,,0.2628636099441053,,0.8233806007535028,50.0
1.0,0.0,0.7164900760798163,0.6859999999999999,0.9143905434900532,0.4,,0.5342382157307988,0.1533140840376076,0.15711137146028342,,0.3066416398109838,,0.8026874961419661,50.0
0.0,1.0,0.7906527057507617,0.743,0.8593835469083567,0.4,,0.6644894338425293,0.06515705553476453,0.12041713382978556,,0.2628636099441053,,0.8233806007535028,50.0
1.0,1.0,0.7164900760798163,0.6859999999999999,0.9143905434900532,0.4,,0.5342382157307988,0.1533140840376076,0.15711137146028342,,0.3066416398109838,,0.8026874961419661,50.0
0.0,0.0,0.7979604299524321,0.75,0.8592951564531284,0.4,,0.6763640727953228,0.0660644964527201,0.13736714854284915,,0.2950138637767005,,0.8273002472643775,60.0
1.0,0.0,0.7185124480039734,0.701,0.9412170926215024,0.4,,0.5405246437894593,0.08734831985909737,0.0835459942353862,,0.1945136231544316,,0.8147280522454243,60.0
0.0,1.0,0.7979604299524321,0.75,0.8592951564531284,0.4,,0.6763640727953228,0.0660644964527201,0.13736714854284915,,0.2950138637767005,,0.8273002472643775,60.0
1.0,1.0,0.7185124480039734,0.701,0.9412170926215024,0.4,,0.5405246437894593,0.08734831985909737,0.0835459942353862,,0.1945136231544316,,0.8147280522454243,60.0
0.0,0.0,0.7863225240196813,0.74,0.8627542811540959,0.4,,0.6580382111870182,0.057164726323906186,0.11382890361322348,,0.2337430096049759,,0.8225942827475347,70.0
1.0,0.0,0.7157767600256397,0.698,0.9443146751692144,0.4,,0.5339018890951591,0.08306361053320573,0.10456540771063713,,0.22069056079173494,,0.8137759521365068,70.0
0.0,1.0,0.7863225240196813,0.74,0.8627542811540959,0.4,,0.6580382111870182,0.057164726323906186,0.11382890361322348,,0.2337430096049759,,0.8225942827475347,70.0
1.0,1.0,0.7157767600256397,0.698,0.9443146751692144,0.4,,0.5339018890951591,0.08306361053320573,0.10456540771063713,,0.22069056079173494,,0.8137759521365068,70.0
0.0,0.0,0.7932489292887238,0.746,0.8611955972101935,0.4,,0.6684313964096027,0.06944771758931463,0.12078761756226775,,0.2614643715719129,,0.8255270046850527,80.0
1.0,0.0,0.7075488655002734,0.687,0.9410174555979091,0.4,,0.5165409319553682,0.035221329455572103,0.023475003372318427,,0.08696894172950016,,0.8076508284649396,80.0
0.0,1.0,0.7932489292887238,0.746,0.8611955972101935,0.4,,0.6684313964096027,0.06944771758931463,0.12078761756226775,,0.2614643715719129,,0.8255270046850527,80.0
1.0,1.0,0.7075488655002734,0.687,0.9410174555979091,0.4,,0.5165409319553682,0.035221329455572103,0.023475003372318427,,0.08696894172950016,,0.8076508284649396,80.0
0.0,0.0,0.7861745059207108,0.735,0.8524346633274307,0.4,,0.6557787311378395,0.07617971192245393,0.1405046156509045,,0.3005050190960583,,0.8178120041217298,90.0
1.0,0.0,0.7052620942276114,0.647,0.8510308235739753,0.4,,0.5094149817338633,0.1022139708530269,0.0959065143450953,,0.2282981000950509,,0.7709401670175395,90.0
0.0,1.0,0.7861745059207108,0.735,0.8524346633274307,0.4,,0.6557787311378395,0.07617971192245393,0.1405046156509045,,0.3005050190960583,,0.8178120041217298,90.0
1.0,1.0,0.7052620942276114,0.647,0.8510308235739753,0.4,,0.5094149817338633,0.1022139708530269,0.0959065143450953,,0.2282981000950509,,0.7709401670175395,90.0
0.0,0.0,0.7905438685541332,0.7440000000000001,0.8627252834948707,0.4,,0.6642856231424632,0.0621651641839737,0.11600612923005935,,0.2411951849167808,,0.8248689324889368,100.0
1.0,0.0,0.7066204591906451,0.6519999999999999,0.8586047473783506,0.4,,0.5141855847525026,0.14021205836241762,0.14158789465122315,,0.286642734947893,,0.7747464827010971,100.0
0.0,1.0,0.7905438685541332,0.7440000000000001,0.8627252834948707,0.4,,0.6642856231424632,0.0621651641839737,0.11600612923005935,,0.2411951849167808,,0.8248689324889368,100.0
1.0,1.0,0.7066204591906451,0.6519999999999999,0.8586047473783506,0.4,,0.5141855847525026,0.14021205836241762,0.14158789465122315,,0.286642734947893,,0.7747464827010971,100.0
0.0,0.0,0.7713209578277744,0.7449999999999999,0.9024061805283571,0.5,3.0,0.6385868571002601,0.03922635240025274,0.05440929961856052,,0.1311523983046268,7.0,0.8316937652291376,
1.0,0.0,0.7174605606089265,0.6960000000000001,0.9348037371491824,0.5,3.0,0.5380165532406294,0.044448699083432415,0.04743012992238891,,0.15412131066006873,7.0,0.8113634734830386,
0.0,1.0,0.8042470922321563,0.7340000000000001,0.8198341598677544,0.5,3.0,0.6768821774049196,0.04727142424204167,0.060253151105138764,,0.16930085526528074,7.0,0.8116509905757272,
1.0,1.0,0.7469541823600342,0.6910000000000001,0.8513760924688831,0.5,3.0,0.5843765375222245,0.10600468786297397,0.12283067282245436,,0.3260641768079119,7.0,0.7937789628017253,
0.0,0.0,0.7852494578193482,0.7390000000000001,0.8623721997583835,0.5,6.0,0.6560675094722128,0.06163232093438298,0.10007315440910858,,0.22311035358888626,14.0,0.8218194476222704,
1.0,0.0,0.7097287774769014,0.6950000000000001,0.954012047727536,0.5,6.0,0.5209282846706734,0.04536991301498572,0.051744686696475584,,0.11811685057616475,14.0,0.8137627553992471,
0.0,1.0,0.8035623299545701,0.745,0.8408830403227437,0.5,6.0,0.6810147326812072,0.06715501751333282,0.1078283298327207,,0.2054685809662152,14.0,0.8213984081439314,
1.0,1.0,0.7239143282609708,0.6659999999999999,0.8466213038097813,0.5,6.0,0.5433416601916539,0.0976087727785841,0.09816675922555204,,0.1992110362539126,14.0,0.7759037220191014,
0.0,0.0,0.7824864127931612,0.738,0.8652741354486728,0.5,9.4,0.6528441218221065,0.0529447438283235,0.12140114911457599,,0.28497704370892063,20.6,0.8216606927653436,
1.0,0.0,0.7153783279928663,0.695,0.9366864703946218,0.5,9.4,0.5330986185271948,0.08658942641044398,0.0935334119490204,,0.20780386287255848,20.6,0.8110037921838943,
0.0,1.0,0.7939882783991797,0.7490000000000001,0.8653132648201576,0.5,9.4,0.6713947599541765,0.07310288584662088,0.12431198536110187,,0.2503418297883512,20.6,0.827945100424986,
1.0,1.0,0.7161363495453841,0.6880000000000001,0.9183424812949468,0.5,9.4,0.5342296542803874,0.07550164035262466,0.0894937939100543,,0.21002017038199056,20.6,0.8045059850294439,
0.0,0.0,0.7903098424032948,0.746,0.8668443485823877,0.5,12.6,0.6648808669603596,0.06946407368488097,0.11810948022883767,,0.25469315061674425,27.4,0.8267185137130599,
1.0,0.0,0.7121954924285782,0.6900000000000001,0.9339247789319228,0.5,12.6,0.526823062985881,0.05470343093568748,0.05092799627643803,,0.10648400850573872,27.4,0.8079108118991505,
0.0,1.0,0.7903098424032948,0.746,0.8668443485823877,0.5,12.6,0.6648808669603596,0.06946407368488097,0.11810948022883767,,0.25469315061674425,27.4,0.8267185137130599,
1.0,1.0,0.7121954924285782,0.6900000000000001,0.9339247789319228,0.5,12.6,0.526823062985881,0.05470343093568748,0.05092799627643803,,0.10648400850573872,27.4,0.8079108118991505,
0.0,0.0,0.7925036346063541,0.75,0.8694542666276843,0.5,15.6,0.6700754303494654,0.0620961958383537,0.1218989772411074,,0.24785865444910954,34.4,0.8289847488992994,
1.0,0.0,0.7041179260414593,0.6729999999999999,0.9197852481533988,0.5,15.6,0.5098868363742257,0.05333964040126786,0.04809280535001596,,0.11415553148031685,34.4,0.7959715416589128,
0.0,1.0,0.7925036346063541,0.75,0.8694542666276843,0.5,15.6,0.6700754303494654,0.0620961958383537,0.1218989772411074,,0.24785865444910954,34.4,0.8289847488992994,
1.0,1.0,0.7041179260414593,0.6729999999999999,0.9197852481533988,0.5,15.6,0.5098868363742257,0.05333964040126786,0.04809280535001596,,0.11415553148031685,34.4,0.7959715416589128,
0.0,0.0,0.7899604726944564,0.7440000000000001,0.8621579627719335,0.5,18.6,0.664209975107651,0.06385589318354082,0.1158113244825969,,0.2377256696384566,41.4,0.8243322177788824,
1.0,0.0,0.7157307993730407,0.6859999999999999,0.9137395763804228,0.5,18.6,0.5315202262924583,0.10371913876441012,0.0717907136411969,,0.16478922255895204,41.4,0.8020720389385131,
0.0,1.0,0.7899604726944564,0.7440000000000001,0.8621579627719335,0.5,18.6,0.664209975107651,0.06385589318354082,0.1158113244825969,,0.2377256696384566,41.4,0.8243322177788824,
1.0,1.0,0.7157307993730407,0.6859999999999999,0.9137395763804228,0.5,18.6,0.5315202262924583,0.10371913876441012,0.0717907136411969,,0.16478922255895204,41.4,0.8020720389385131,
0.0,0.0,0.7926791331782007,0.747,0.8639700130737703,0.5,21.6,0.6684493335919027,0.07096055258097432,0.12536986915796522,,0.25161790608662504,48.4,0.8265778646698079,
1.0,0.0,0.7065765397464163,0.6729999999999999,0.9074010962843646,0.5,21.6,0.5139129683217161,0.061154327807052815,0.039341586322627874,,0.1120174089332918,48.4,0.7943927416091066,
0.0,1.0,0.7926791331782007,0.747,0.8639700130737703,0.5,21.6,0.6684493335919027,0.07096055258097432,0.12536986915796522,,0.25161790608662504,48.4,0.8265778646698079,
1.0,1.0,0.7065765397464163,0.6729999999999999,0.9074010962843646,0.5,21.6,0.5139129683217161,0.061154327807052815,0.039341586322627874,,0.1120174089332918,48.4,0.7943927416091066,
0.0,0.0,0.7807483547062708,0.7390000000000001,0.8712328510196988,0.5,24.8,0.650694578657823,0.06916795959847541,0.11306438876065487,,0.21850162099096035,55.2,0.8233322246480308,
1.0,0.0,0.7156404102261413,0.6869999999999999,0.914973420344699,0.5,24.8,0.5342718522585287,0.03408353063426377,0.06198528239636065,,0.14949128690889313,55.2,0.8028340318493653,
0.0,1.0,0.7807483547062708,0.7390000000000001,0.8712328510196988,0.5,24.8,0.650694578657823,0.06916795959847541,0.11306438876065487,,0.21850162099096035,55.2,0.8233322246480308,
1.0,1.0,0.7156404102261413,0.6869999999999999,0.914973420344699,0.5,24.8,0.5342718522585287,0.03408353063426377,0.06198528239636065,,0.14949128690889313,55.2,0.8028340318493653,
0.0,0.0,0.7931718503119619,0.755,0.8782177931990651,0.5,28.0,0.6720883751697018,0.04756321179453375,0.10444379452204222,,0.2135773595114679,62.0,0.8333795454770234,
1.0,0.0,0.698186282274632,0.645,0.8680700099478335,0.5,28.0,0.4978509790327445,0.05927535678035122,0.04719960470741029,,0.13326607682370284,62.0,0.7715333467866687,
0.0,1.0,0.7931718503119619,0.755,0.8782177931990651,0.5,28.0,0.6720883751697018,0.04756321179453375,0.10444379452204222,,0.2135773595114679,62.0,0.8333795454770234,
1.0,1.0,0.698186282274632,0.645,0.8680700099478335,0.5,28.0,0.4978509790327445,0.05927535678035122,0.04719960470741029,,0.13326607682370284,62.0,0.7715333467866687,
0.0,0.0,0.7847805962707618,0.743,0.8712227193074394,0.5,31.2,0.6574126766435013,0.05386303060933588,0.11131076347761784,,0.22602459509288175,68.8,0.8255070336228503,
1.0,0.0,0.6997243783196381,0.6449999999999999,0.8630889770280433,0.5,31.2,0.4992828766963765,0.08059134375110774,0.09118137981875296,,0.20621971648474366,68.8,0.7721716434512482,
0.0,1.0,0.7847805962707618,0.743,0.8712227193074394,0.5,31.2,0.6574126766435013,0.05386303060933588,0.11131076347761784,,0.22602459509288175,68.8,0.8255070336228503,
1.0,1.0,0.6997243783196381,0.6449999999999999,0.8630889770280433,0.5,31.2,0.4992828766963765,0.08059134375110774,0.09118137981875296,,0.20621971648474366,68.8,0.7721716434512482,
0.0,0.0,0.779538194585663,0.741,0.8764783381785349,0.5,,0.6498889709275338,0.04240665809776158,0.0786197703855642,,0.16419205694198394,,0.8250724265428143,10.0
1.0,0.0,0.7340472277228202,0.7240000000000001,0.95781245115724,0.5,,0.5719564980989154,0.051554236340730863,0.08881239124510834,,0.21559835564800808,,0.8294341800460151,10.0
0.0,1.0,0.8136115898862254,0.742,0.8181105000211462,0.5,,0.6909581392623112,0.034815348796305635,0.04676105320275159,,0.08122193893354593,,0.8155542593596877,10.0
1.0,1.0,0.7710422466099898,0.6459999999999999,0.7048960993827194,0.5,,0.6009454701391975,0.15024347401986282,0.12961713582376624,,0.3171408911185183,,0.7283085599566648,10.0
0.0,0.0,0.7860845370152173,0.742,0.8667449070217732,0.5,,0.6585918495967131,0.06481616089513745,0.09856400455014998,,0.2279072351626823,,0.8242443870794878,20.0
1.0,0.0,0.7186671777124942,0.682,0.90082791351085,0.5,,0.5387153235731084,0.031237739757629963,0.056523028599820266,,0.14824582701339525,,0.7984111798606439,20.0
0.0,1.0,0.8043856327788026,0.741,0.8305827665274705,0.5,,0.6796400559250819,0.044248123938292784,0.0941248833501073,,0.17571493351655745,,0.8168555999206171,20.0
1.0,1.0,0.7196949987600048,0.621,0.7505441704039997,0.5,,0.5301472088135263,0.10509822237656807,0.15317584870746456,,0.33357217620655905,,0.7325473594606107,20.0
0.0,0.0,0.7836099939177058,0.736,0.8596003765834247,0.5,,0.65316081198373,0.06565662141922435,0.11187341719976104,,0.2751885726539619,,0.8197526374069792,30.0
1.0,0.0,0.7126134319448395,0.6950000000000001,0.9457894369084856,0.5,,0.5273732502942722,0.051128200135501935,0.062267848831118924,,0.15859082861980225,,0.8124721048528027,30.0
0.0,1.0,0.7985432129821003,0.7440000000000001,0.8458655074958121,0.5,,0.6735490482384733,0.05484359351664685,0.09830656932590268,,0.182091748349941,,0.8208279727318718,30.0
1.0,1.0,0.7286520922071332,0.6559999999999999,0.8160416632189424,0.5,,0.5462855174253839,0.05699084188458565,0.0621297297163681,,0.1345624205397556,,0.7592270335444942,30.0
0.0,0.0,0.7879401120158425,0.741,0.8610056138144333,0.5,,0.6610693884831583,0.06776435097248228,0.11888965388528927,,0.27870793940833083,,0.822683203294283,40.0
1.0,0.0,0.7128231763942378,0.679,0.910691493958668,0.5,,0.52649094548603,0.12443295466532807,0.1245789060663001,,0.24735137950325764,,0.7978486244475174,40.0
0.0,1.0,0.8067610137594812,0.7500000000000001,0.8432815163366965,0.5,,0.6860120450314134,0.07792208144939028,0.13269886021061167,,0.2830069451720249,,0.8243273428998285,40.0
1.0,1.0,0.7352674395707183,0.6709999999999999,0.8360794318885991,0.5,,0.5621750485263813,0.1425992178145926,0.12468023912492568,,0.2857291478330676,,0.777861222186506,40.0
0.0,0.0,0.7906527057507617,0.743,0.8593835469083567,0.5,,0.6644894338425293,0.06515705553476453,0.12041713382978556,,0.2628636099441053,,0.8233806007535028,50.0
1.0,0.0,0.7164900760798163,0.6859999999999999,0.9143905434900532,0.5,,0.5342382157307988,0.1533140840376076,0.15711137146028342,,0.3066416398109838,,0.8026874961419661,50.0
0.0,1.0,0.7906527057507617,0.743,0.8593835469083567,0.5,,0.6644894338425293,0.06515705553476453,0.12041713382978556,,0.2628636099441053,,0.8233806007535028,50.0
1.0,1.0,0.7164900760798163,0.6859999999999999,0.9143905434900532,0.5,,0.5342382157307988,0.1533140840376076,0.15711137146028342,,0.3066416398109838,,0.8026874961419661,50.0
0.0,0.0,0.7904392925892745,0.742,0.8580574878134442,0.5,,0.664572711280945,0.06087006383028346,0.1295235351794936,,0.3051955967935873,,0.8227877639321717,60.0
1.0,0.0,0.7152522444131337,0.695,0.9368561903658634,0.5,,0.5336924513681074,0.07745358301699208,0.09599928021808392,,0.2192134809069209,,0.8110007971264099,60.0
0.0,1.0,0.7938892237029491,0.7490000000000001,0.8651496863950043,0.5,,0.6711038851985908,0.05941453822381448,0.12319541378287906,,0.2618766287973602,,0.8278144609349634,60.0
1.0,1.0,0.7133208795640738,0.691,0.9322697242004498,0.5,,0.5297043030311633,0.08187463564857103,0.09136347558227932,,0.19921932886013727,,0.8080341950043619,60.0
0.0,0.0,0.7871405818897009,0.743,0.867009600303032,0.5,,0.6601658707614863,0.058674160286170327,0.10779135921951467,,0.21972612777776632,,0.8249002212992664,70.0
1.0,0.0,0.7157767600256397,0.698,0.9443146751692144,0.5,,0.5339018890951591,0.08306361053320573,0.10456540771063713,,0.22069056079173494,,0.8137759521365068,70.0
0.0,1.0,0.7890677122721159,0.7450000000000001,0.867009600303032,0.5,,0.6635557012699608,0.058674160286170327,0.1050516331921174,,0.20972612777776628,,0.8260082665300189,70.0
1.0,1.0,0.7243882742975313,0.696,0.9173643205592852,0.5,,0.5492402711122285,0.1498560633633944,0.16686880700033774,,0.3266935399377132,,0.8084426188031735,70.0
0.0,0.0,0.7932489292887238,0.746,0.8611955972101935,0.5,,0.6684313964096027,0.06944771758931463,0.12078761756226775,,0.2614643715719129,,0.8255270046850527,80.0
1.0,0.0,0.7075488655002734,0.687,0.9410174555979091,0.5,,0.5165409319553682,0.035221329455572103,0.023475003372318427,,0.08696894172950016,,0.8076508284649396,80.0
0.0,1.0,0.7932489292887238,0.746,0.8611955972101935,0.5,,0.6684313964096027,0.06944771758931463,0.12078761756226775,,0.2614643715719129,,0.8255270046850527,80.0
1.0,1.0,0.7075488655002734,0.687,0.9410174555979091,0.5,,0.5165409319553682,0.035221329455572103,0.023475003372318427,,0.08696894172950016,,0.8076508284649396,80.0
0.0,0.0,0.7861745059207108,0.735,0.8524346633274307,0.5,,0.6557787311378395,0.07617971192245393,0.1405046156509045,,0.3005050190960583,,0.8178120041217298,90.0
1.0,0.0,0.7052620942276114,0.647,0.8510308235739753,0.5,,0.5094149817338633,0.1022139708530269,0.0959065143450953,,0.2282981000950509,,0.7709401670175395,90.0
0.0,1.0,0.7861745059207108,0.735,0.8524346633274307,0.5,,0.6557787311378395,0.07617971192245393,0.1405046156509045,,0.3005050190960583,,0.8178120041217298,90.0
1.0,1.0,0.7052620942276114,0.647,0.8510308235739753,0.5,,0.5094149817338633,0.1022139708530269,0.0959065143450953,,0.2282981000950509,,0.7709401670175395,90.0
0.0,0.0,0.7905438685541332,0.7440000000000001,0.8627252834948707,0.5,,0.6642856231424632,0.0621651641839737,0.11600612923005935,,0.2411951849167808,,0.8248689324889368,100.0
1.0,0.0,0.7066204591906451,0.6519999999999999,0.8586047473783506,0.5,,0.5141855847525026,0.14021205836241762,0.14158789465122315,,0.286642734947893,,0.7747464827010971,100.0
0.0,1.0,0.7905438685541332,0.7440000000000001,0.8627252834948707,0.5,,0.6642856231424632,0.0621651641839737,0.11600612923005935,,0.2411951849167808,,0.8248689324889368,100.0
1.0,1.0,0.7066204591906451,0.6519999999999999,0.8586047473783506,0.5,,0.5141855847525026,0.14021205836241762,0.14158789465122315,,0.286642734947893,,0.7747464827010971,100.0
0.0,0.0,0.7625073405297218,0.7329999999999999,0.8964733918435119,0.6,3.0,0.623196296991906,0.03707325629307055,0.042865678510402086,,0.13633582049371526,7.0,0.8239942661799782,
1.0,0.0,0.7187549058506505,0.7060000000000001,0.9562177086148974,0.6,3.0,0.5403619570525828,0.028551325095515768,0.024761524975596676,,0.1075956502698719,7.0,0.8197673596503325,
0.0,1.0,0.8024439062392726,0.726,0.8067589921244785,0.6,3.0,0.6717138642827698,0.06940911201136679,0.08388452381820957,,0.2078341491670541,7.0,0.8042338472801835,
1.0,1.0,0.7585121128680111,0.6930000000000001,0.8253198108992216,0.6,3.0,0.6045516792462671,0.05342228105053035,0.10142470305646142,,0.29340945088290143,7.0,0.7896560005939236,
0.0,0.0,0.7836054716560228,0.7470000000000001,0.880885430744874,0.6,6.0,0.6568901392698988,0.055792391990534415,0.09083898214229112,,0.18287436560501574,14.0,0.8293362591078999,
1.0,0.0,0.7089185099441616,0.7,0.9680672517684524,0.6,6.0,0.5200884442423587,0.0273895872610751,0.01955237741113141,,0.08191671722164158,14.0,0.8183865476982695,
0.0,1.0,0.7955383211678833,0.726,0.8195883325334613,0.6,6.0,0.663025812350641,0.05769921003310805,0.0795817025683184,,0.15699855139127292,14.0,0.806836349028125,
1.0,1.0,0.7051406006438309,0.6409999999999999,0.8349480634822566,0.6,6.0,0.5123593125788504,0.056365861293719226,0.06687825974899311,,0.1766745955033822,14.0,0.7610406772682017,
0.0,0.0,0.7926895832341418,0.7490000000000001,0.8684263667238529,0.6,9.4,0.6689949371507635,0.057085012825184585,0.09992361209598853,,0.21712961957257773,20.6,0.8287389775490276,
1.0,0.0,0.7205659583606742,0.6990000000000001,0.928691813907476,0.6,9.4,0.5428032734341249,0.08329468881230083,0.12526749151400013,,0.2805030249680054,20.6,0.8110103931816524,
0.0,1.0,0.7955260389475155,0.75,0.8634229557753518,0.6,9.4,0.6738779567414809,0.040866392339025066,0.08263508317562393,,0.1599914240491961,20.6,0.8278813879601963,
1.0,1.0,0.7126505923235613,0.674,0.8956288557049262,0.6,9.4,0.5262061748187105,0.07934639239037859,0.10178174488378426,,0.2245312942316272,20.6,0.7934351549581657,
0.0,0.0,0.7938721522147717,0.748,0.8639872057252449,0.6,12.6,0.6701754593735961,0.06501962924043654,0.10902054785223407,,0.22913759506118875,27.4,0.8273451013025752,
1.0,0.0,0.7144837896784184,0.6819999999999999,0.9085986426079872,0.6,12.6,0.5316022136220643,0.07058715801142343,0.09708534580264264,,0.2221709200131421,27.4,0.799525638946021,
0.0,1.0,0.7967485562530603,0.753,0.8682917859579249,0.6,12.6,0.6758690951499258,0.07359197390157139,0.11756100279837872,,0.244029906305448,27.4,0.8308061092830362,
1.0,1.0,0.7133191173144648,0.6940000000000001,0.9395884060849116,0.6,12.6,0.5295701307996634,0.07060637421265963,0.059396910396037124,,0.13807592912803496,27.4,0.8108545652226271,
0.0,0.0,0.7868171631580154,0.7390000000000001,0.8595643179849844,0.6,15.6,0.6583507950111663,0.06350472441669361,0.12260752707577913,,0.2537408672379757,34.4,0.8214175928196911,
1.0,0.0,0.7046551586706608,0.674,0.9211645584982264,0.6,15.6,0.5106997581105841,0.04821143527306273,0.04438910164631225,,0.10551855442228716,34.4,0.7968041406254763,
0.0,1.0,0.7897475054094866,0.742,0.8596425767279534,0.6,15.6,0.6634746701453625,0.056112368345092235,0.11356403608733548,,0.2468748269558481,34.4,0.8230364883836737,
1.0,1.0,0.7057098097066963,0.664,0.8943315920027508,0.6,15.6,0.5124142455870373,0.1029892360885994,0.09727996279493917,,0.21196302190449048,34.4,0.7869495376925207,
0.0,0.0,0.7886236794256035,0.7389999999999999,0.8550657641903732,0.6,18.6,0.6606638758168709,0.06568877728057584,0.11910914284890844,,0.2550848695249653,41.4,0.8204559912300532,
1.0,0.0,0.7119807993730408,0.674,0.8967182997846782,0.6,18.6,0.523009587994586,0.09967601207977396,0.06448477756813753,,0.1486408327164212,41.4,0.7933156189671398,
0.0,1.0,0.7892528545071633,0.7440000000000001,0.8635764024882455,0.6,18.6,0.6632242797115697,0.062292550865481536,0.11855105050999418,,0.2411623273203973,41.4,0.8245356479579661,
1.0,1.0,0.7166616504368706,0.6859999999999999,0.9109026969477988,0.6,18.6,0.5334916170846208,0.10754663202586563,0.0713848283038047,,0.15861671582040762,41.4,0.8016558172456956,
0.0,0.0,0.7900549247801709,0.74,0.8554593747758978,0.6,21.6,0.6624990991887294,0.07428278713517336,0.12590893562168926,,0.27546645643029777,48.4,0.8213895375918702,
1.0,0.0,0.7087982310985426,0.6769999999999999,0.9102379757169888,0.6,21.6,0.5187212385465026,0.0650758964345038,0.04952677150781306,,0.11804424071863755,48.4,0.7968847635190852,
0.0,1.0,0.7926791331782007,0.747,0.8639700130737703,0.6,21.6,0.6684493335919027,0.07096055258097432,0.12318732947542553,,0.2681445167308828,48.4,0.8265778646698079,
1.0,1.0,0.7052300464426301,0.664,0.8889613799723077,0.6,21.6,0.5114727711826368,0.05969994053690528,0.054298642204341316,,0.1124301895829438,48.4,0.7863669227172192,
0.0,0.0,0.7807483547062708,0.7390000000000001,0.8712328510196988,0.6,24.8,0.650694578657823,0.06916795959847541,0.11306438876065487,,0.21850162099096035,55.2,0.8233322246480308,
1.0,0.0,0.7156404102261413,0.6869999999999999,0.914973420344699,0.6,24.8,0.5342718522585287,0.03408353063426377,0.06198528239636065,,0.14949128690889313,55.2,0.8028340318493653,
0.0,1.0,0.7807483547062708,0.7390000000000001,0.8712328510196988,0.6,24.8,0.650694578657823,0.06916795959847541,0.11306438876065487,,0.21850162099096035,55.2,0.8233322246480308,
1.0,1.0,0.7156404102261413,0.6869999999999999,0.914973420344699,0.6,24.8,0.5342718522585287,0.03408353063426377,0.06198528239636065,,0.14949128690889313,55.2,0.8028340318493653,
0.0,0.0,0.7931718503119619,0.755,0.8782177931990651,0.6,28.0,0.6720883751697018,0.04756321179453375,0.10444379452204222,,0.2135773595114679,62.0,0.8333795454770234,
1.0,0.0,0.698186282274632,0.645,0.8680700099478335,0.6,28.0,0.4978509790327445,0.05927535678035122,0.04719960470741029,,0.13326607682370284,62.0,0.7715333467866687,
0.0,1.0,0.7931718503119619,0.755,0.8782177931990651,0.6,28.0,0.6720883751697018,0.04756321179453375,0.10444379452204222,,0.2135773595114679,62.0,0.8333795454770234,
1.0,1.0,0.698186282274632,0.645,0.8680700099478335,0.6,28.0,0.4978509790327445,0.05927535678035122,0.04719960470741029,,0.13326607682370284,62.0,0.7715333467866687,
0.0,0.0,0.7847805962707618,0.743,0.8712227193074394,0.6,31.2,0.6574126766435013,0.05386303060933588,0.11131076347761784,,0.22602459509288175,68.8,0.8255070336228503,
1.0,0.0,0.6997243783196381,0.6449999999999999,0.8630889770280433,0.6,31.2,0.4992828766963765,0.08059134375110774,0.09118137981875296,,0.20621971648474366,68.8,0.7721716434512482,
0.0,1.0,0.7847805962707618,0.743,0.8712227193074394,0.6,31.2,0.6574126766435013,0.05386303060933588,0.11131076347761784,,0.22602459509288175,68.8,0.8255070336228503,
1.0,1.0,0.6997243783196381,0.6449999999999999,0.8630889770280433,0.6,31.2,0.4992828766963765,0.08059134375110774,0.09118137981875296,,0.20621971648474366,68.8,0.7721716434512482,
0.0,0.0,0.7777689707180617,0.7470000000000001,0.8922892704983294,0.6,,0.6491400970771588,0.0414603445635632,0.07187238111327203,,0.1602148819403916,,0.8310159181286609,10.0
1.0,0.0,0.7389116715626262,0.6970000000000001,0.8764825306111941,0.6,,0.5754386374586989,0.08781284438507406,0.11412767062008378,,0.2637204592090976,,0.8011863029327749,10.0
0.0,1.0,0.8107709869539976,0.7350000000000001,0.8094103564119395,0.6,,0.6849640149927599,0.07009125220632903,0.0385456806694624,,0.12233789292046203,,0.809955564281432,10.0
1.0,1.0,0.7797772710209834,0.6679999999999999,0.7398091155989754,0.6,,0.6160266054962887,0.08853071806982668,0.07620111373559217,,0.1850167728995348,,0.7535526768944342,10.0
0.0,0.0,0.7704624823146631,0.725,0.8639572886728928,0.6,,0.6325226883689802,0.049425078676086316,0.09019247164110186,,0.17875302891734926,,0.8142496442731135,20.0
1.0,0.0,0.7207058871616325,0.6980000000000001,0.9302271268780904,0.6,,0.5435155059606436,0.05522087183866493,0.09299968252114818,,0.20728868046994106,,0.8114790537564203,20.0
0.0,1.0,0.79902209579899,0.73,0.8192470538047244,0.6,,0.668881819415145,0.045568530164593016,0.07793669808965269,,0.16166775411211418,,0.8083702260341759,20.0
1.0,1.0,0.7435800970323517,0.6420000000000001,0.7517271903162159,0.6,,0.5650792273208689,0.1419560606459374,0.1702095931373735,,0.3746535834672993,,0.7437579234682047,20.0
0.0,0.0,0.778768796733383,0.741,0.8778734436972842,0.6,,0.6489357636197558,0.05300789439091911,0.10382333363281863,,0.2069132792096166,,0.8252523358948008,30.0
