k,u,f,tau,neg_corr,micro_agg,epsilon,perf_name,perf_val,fair_name,fair_val
,39.2,20.8,0.1,1.0,1.0,,accuracy,0.6738105842051156,dpr,0.34282886447264466
,46.0,24.0,0.1,0.0,0.0,,accuracy,0.6788769647196655,dpr,0.17595135201926365
,46.0,24.0,0.1,0.0,1.0,,accuracy,0.6713481809674611,dpr,0.3385729240386997
,46.0,24.0,0.1,1.0,0.0,,accuracy,0.6788769647196655,dpr,0.17595135201926365
,46.0,24.0,0.1,1.0,1.0,,accuracy,0.6713481809674611,dpr,0.3385729240386997
,52.2,27.8,0.1,0.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.1,0.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,52.2,27.8,0.1,1.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.1,1.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,59.2,30.8,0.1,0.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.1,0.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,59.2,30.8,0.1,1.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.1,1.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,65.4,34.6,0.1,0.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.1,0.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
,65.4,34.6,0.1,1.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.1,1.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
10.0,,,0.1,0.0,0.0,,accuracy,0.6754028991764394,dpr,0.16438349637847072
10.0,,,0.1,0.0,1.0,,accuracy,0.6719275761287935,dpr,0.1900536316489561
10.0,,,0.1,1.0,0.0,,accuracy,0.6738110033732555,dpr,0.11317355114966872
10.0,,,0.1,1.0,1.0,,accuracy,0.6707688905981635,dpr,0.14220430502384326
20.0,,,0.1,0.0,0.0,,accuracy,0.6787324565034462,dpr,0.17768898431853536
20.0,,,0.1,0.0,1.0,,accuracy,0.6690314386584104,dpr,0.2063279526732266
20.0,,,0.1,1.0,0.0,,accuracy,0.6794559407128583,dpr,0.17356068595014654
20.0,,,0.1,1.0,1.0,,accuracy,0.6699006885884617,dpr,0.19887849776264688
30.0,,,0.1,0.0,0.0,,accuracy,0.6782981983105427,dpr,0.18221568885474587
30.0,,,0.1,0.0,1.0,,accuracy,0.6662829531652958,dpr,0.21404467229836785
30.0,,,0.1,1.0,0.0,,accuracy,0.6785876339111216,dpr,0.18135545788735602
30.0,,,0.1,1.0,1.0,,accuracy,0.6659935175647169,dpr,0.2127491856182467
40.0,,,0.1,0.0,0.0,,accuracy,0.6788772790957704,dpr,0.17988484413209013
40.0,,,0.1,0.0,1.0,,accuracy,0.6664260990850607,dpr,0.2138122907135127
40.0,,,0.1,1.0,0.0,,accuracy,0.6788772790957704,dpr,0.17988484413209013
40.0,,,0.1,1.0,1.0,,accuracy,0.6664260990850607,dpr,0.2138122907135127
50.0,,,0.1,0.0,0.0,,accuracy,0.6787322469193762,dpr,0.18145109270587492
50.0,,,0.1,0.0,1.0,,accuracy,0.6675841558634812,dpr,0.2137234955888573
50.0,,,0.1,1.0,0.0,,accuracy,0.6787322469193762,dpr,0.18145109270587492
50.0,,,0.1,1.0,1.0,,accuracy,0.6675841558634812,dpr,0.2137234955888573
60.0,,,0.1,0.0,0.0,,accuracy,0.6785877387031566,dpr,0.18054929544564752
60.0,,,0.1,0.0,1.0,,accuracy,0.6697570187085221,dpr,0.2232515536563092
60.0,,,0.1,1.0,0.0,,accuracy,0.6785877387031566,dpr,0.18054929544564752
60.0,,,0.1,1.0,1.0,,accuracy,0.6697570187085221,dpr,0.2232515536563092
70.0,,,0.1,0.0,0.0,,accuracy,0.6790221016880948,dpr,0.17775752514614385
70.0,,,0.1,0.0,1.0,,accuracy,0.6729417534432043,dpr,0.21972422285767448
70.0,,,0.1,1.0,0.0,,accuracy,0.6790221016880948,dpr,0.17775752514614385
70.0,,,0.1,1.0,1.0,,accuracy,0.6729417534432043,dpr,0.21972422285767448
80.0,,,0.1,0.0,0.0,,accuracy,0.6781533757182184,dpr,0.18273773653736847
80.0,,,0.1,0.0,1.0,,accuracy,0.6716392932405993,dpr,0.21529321263960272
80.0,,,0.1,1.0,0.0,,accuracy,0.6781533757182184,dpr,0.18273773653736847
80.0,,,0.1,1.0,1.0,,accuracy,0.6716392932405993,dpr,0.21529321263960272
90.0,,,0.1,0.0,0.0,,accuracy,0.6774296819247362,dpr,0.17936046313955445
90.0,,,0.1,0.0,1.0,,accuracy,0.6701909625253204,dpr,0.21857907437609567
90.0,,,0.1,1.0,0.0,,accuracy,0.6774296819247362,dpr,0.17936046313955445
90.0,,,0.1,1.0,1.0,,accuracy,0.6701909625253204,dpr,0.21857907437609567
100.0,,,0.1,0.0,0.0,,accuracy,0.6785879482872266,dpr,0.17679477994099188
100.0,,,0.1,0.0,1.0,,accuracy,0.6685978092177169,dpr,0.22347674060229727
100.0,,,0.1,1.0,0.0,,accuracy,0.6785879482872266,dpr,0.17679477994099188
100.0,,,0.1,1.0,1.0,,accuracy,0.6685978092177169,dpr,0.22347674060229727
,7.0,3.0,0.2,0.0,0.0,,accuracy,0.6749682218153963,dpr,0.1265225454408788
,7.0,3.0,0.2,0.0,1.0,,accuracy,0.6748236088071418,dpr,0.3797486924807371
,7.0,3.0,0.2,1.0,0.0,,accuracy,0.6725071808741961,dpr,0.08630686789925965
,7.0,3.0,0.2,1.0,1.0,,accuracy,0.6735212533965719,dpr,0.35469427557431976
,13.0,7.0,0.2,0.0,0.0,,accuracy,0.6746791005909223,dpr,0.1661473870779363
,13.0,7.0,0.2,0.0,1.0,,accuracy,0.6683088975773128,dpr,0.3650391305315532
,13.0,7.0,0.2,1.0,0.0,,accuracy,0.6774291579645615,dpr,0.1573575936855372
,13.0,7.0,0.2,1.0,1.0,,accuracy,0.6703357851176448,dpr,0.3628943926440906
,20.0,10.0,0.2,0.0,0.0,,accuracy,0.6781531661341484,dpr,0.17051304571512008
,20.0,10.0,0.2,0.0,1.0,,accuracy,0.6664259942930257,dpr,0.3577048639333407
,20.0,10.0,0.2,1.0,0.0,,accuracy,0.6790217873119899,dpr,0.16788089482723695
,20.0,10.0,0.2,1.0,1.0,,accuracy,0.6664258895009908,dpr,0.35555701884073865
,26.0,14.0,0.2,0.0,0.0,,accuracy,0.6775740853489207,dpr,0.1715971194824547
,26.0,14.0,0.2,0.0,1.0,,accuracy,0.6680194619767341,dpr,0.3522391493501139
,26.0,14.0,0.2,1.0,0.0,,accuracy,0.6781530613421134,dpr,0.1704354608699839
,26.0,14.0,0.2,1.0,1.0,,accuracy,0.6687434701463212,dpr,0.3553233181407215
,33.0,17.0,0.2,0.0,0.0,,accuracy,0.6777184887731054,dpr,0.1758593525450445
,33.0,17.0,0.2,0.0,1.0,,accuracy,0.6675839462794112,dpr,0.35609381235337423
,33.0,17.0,0.2,1.0,0.0,,accuracy,0.6777184887731054,dpr,0.1758593525450445
,33.0,17.0,0.2,1.0,1.0,,accuracy,0.6675839462794112,dpr,0.35609381235337423
,39.2,20.8,0.2,0.0,0.0,,accuracy,0.6772847545403771,dpr,0.1730758878740115
,39.2,20.8,0.2,0.0,1.0,,accuracy,0.6739553020054051,dpr,0.3426112366162791
,39.2,20.8,0.2,1.0,0.0,,accuracy,0.6774294723406663,dpr,0.17329351573037716
,39.2,20.8,0.2,1.0,1.0,,accuracy,0.6738105842051156,dpr,0.34282886447264466
,46.0,24.0,0.2,0.0,0.0,,accuracy,0.6788769647196655,dpr,0.17595135201926365
,46.0,24.0,0.2,0.0,1.0,,accuracy,0.6713481809674611,dpr,0.3385729240386997
,46.0,24.0,0.2,1.0,0.0,,accuracy,0.6788769647196655,dpr,0.17595135201926365
,46.0,24.0,0.2,1.0,1.0,,accuracy,0.6713481809674611,dpr,0.3385729240386997
,52.2,27.8,0.2,0.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.2,0.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,52.2,27.8,0.2,1.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.2,1.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,59.2,30.8,0.2,0.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.2,0.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,59.2,30.8,0.2,1.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.2,1.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,65.4,34.6,0.2,0.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.2,0.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
,65.4,34.6,0.2,1.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.2,1.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
10.0,,,0.2,0.0,0.0,,accuracy,0.6735212533965719,dpr,0.15974817446470685
10.0,,,0.2,0.0,1.0,,accuracy,0.6716377213600749,dpr,0.18501846469018995
10.0,,,0.2,1.0,0.0,,accuracy,0.6736659711968612,dpr,0.106988951532012
10.0,,,0.2,1.0,1.0,,accuracy,0.6703347371972951,dpr,0.13552628910505754
20.0,,,0.2,0.0,0.0,,accuracy,0.6781537948863583,dpr,0.17604535946228345
20.0,,,0.2,0.0,1.0,,accuracy,0.6685971804655072,dpr,0.20415648954179266
20.0,,,0.2,1.0,0.0,,accuracy,0.6784431256949022,dpr,0.1712208924131619
20.0,,,0.2,1.0,1.0,,accuracy,0.6700450920126464,dpr,0.191017584813872
30.0,,,0.2,0.0,0.0,,accuracy,0.6778640449096746,dpr,0.180831020107785
30.0,,,0.2,0.0,1.0,,accuracy,0.6665728079340146,dpr,0.21355826131506425
30.0,,,0.2,1.0,0.0,,accuracy,0.6782981983105427,dpr,0.1786404547206843
30.0,,,0.2,1.0,1.0,,accuracy,0.6665727031419796,dpr,0.211885727323068
40.0,,,0.2,0.0,0.0,,accuracy,0.6787324565034462,dpr,0.17981775874454822
40.0,,,0.2,0.0,1.0,,accuracy,0.666136558692447,dpr,0.2133640903533965
40.0,,,0.2,1.0,0.0,,accuracy,0.6788772790957704,dpr,0.17840653509495102
40.0,,,0.2,1.0,1.0,,accuracy,0.6662812764927363,dpr,0.21279835586287904
50.0,,,0.2,0.0,0.0,,accuracy,0.6787322469193762,dpr,0.18145109270587492
50.0,,,0.2,0.0,1.0,,accuracy,0.6675841558634812,dpr,0.2137234955888573
50.0,,,0.2,1.0,0.0,,accuracy,0.6787322469193762,dpr,0.18145109270587492
50.0,,,0.2,1.0,1.0,,accuracy,0.6675841558634812,dpr,0.2137234955888573
60.0,,,0.2,0.0,0.0,,accuracy,0.6785877387031566,dpr,0.18054929544564752
60.0,,,0.2,0.0,1.0,,accuracy,0.6697570187085221,dpr,0.2232515536563092
60.0,,,0.2,1.0,0.0,,accuracy,0.6785877387031566,dpr,0.18054929544564752
60.0,,,0.2,1.0,1.0,,accuracy,0.6697570187085221,dpr,0.2232515536563092
70.0,,,0.2,0.0,0.0,,accuracy,0.6788772790957704,dpr,0.17812475029063232
70.0,,,0.2,0.0,1.0,,accuracy,0.6727969308508799,dpr,0.22021315291811847
70.0,,,0.2,1.0,0.0,,accuracy,0.6791669242804194,dpr,0.17842145680331775
70.0,,,0.2,1.0,1.0,,accuracy,0.6725072856662311,dpr,0.218655196401962
80.0,,,0.2,0.0,0.0,,accuracy,0.6781533757182184,dpr,0.18273773653736847
80.0,,,0.2,0.0,1.0,,accuracy,0.6716392932405993,dpr,0.21529321263960272
80.0,,,0.2,1.0,0.0,,accuracy,0.6781533757182184,dpr,0.18273773653736847
80.0,,,0.2,1.0,1.0,,accuracy,0.6716392932405993,dpr,0.21529321263960272
90.0,,,0.2,0.0,0.0,,accuracy,0.6774296819247362,dpr,0.17936046313955445
90.0,,,0.2,0.0,1.0,,accuracy,0.6701909625253204,dpr,0.21857907437609567
90.0,,,0.2,1.0,0.0,,accuracy,0.6774296819247362,dpr,0.17936046313955445
90.0,,,0.2,1.0,1.0,,accuracy,0.6701909625253204,dpr,0.21857907437609567
100.0,,,0.2,0.0,0.0,,accuracy,0.6785879482872266,dpr,0.17679477994099188
100.0,,,0.2,0.0,1.0,,accuracy,0.6685978092177169,dpr,0.22347674060229727
100.0,,,0.2,1.0,0.0,,accuracy,0.6785879482872266,dpr,0.17679477994099188
100.0,,,0.2,1.0,1.0,,accuracy,0.6685978092177169,dpr,0.22347674060229727
,7.0,3.0,0.3,0.0,0.0,,accuracy,0.669610833819743,dpr,0.08288472507004863
,7.0,3.0,0.3,0.0,1.0,,accuracy,0.6738107937891856,dpr,0.34432379949519043
,7.0,3.0,0.3,1.0,0.0,,accuracy,0.6667166873980243,dpr,0.029756225847528305
,7.0,3.0,0.3,1.0,1.0,,accuracy,0.6733760116361076,dpr,0.30643412057110997
,13.0,7.0,0.3,0.0,0.0,,accuracy,0.673231293835818,dpr,0.15767257790840428
,13.0,7.0,0.3,0.0,1.0,,accuracy,0.6667164778139544,dpr,0.3625788857693383
,13.0,7.0,0.3,1.0,0.0,,accuracy,0.6765603272026499,dpr,0.13382959703517014
,13.0,7.0,0.3,1.0,1.0,,accuracy,0.6725079144184409,dpr,0.3485075936250397
,20.0,10.0,0.3,0.0,0.0,,accuracy,0.6765606415787548,dpr,0.16422700934807427
,20.0,10.0,0.3,0.0,1.0,,accuracy,0.6668605668620339,dpr,0.35394426862356715
,20.0,10.0,0.3,1.0,0.0,,accuracy,0.6777186983571752,dpr,0.15846238030476972
,20.0,10.0,0.3,1.0,1.0,,accuracy,0.6674388093109819,dpr,0.3498159928202209
,26.0,14.0,0.3,0.0,0.0,,accuracy,0.6764161333625354,dpr,0.16873497792950293
,26.0,14.0,0.3,0.0,1.0,,accuracy,0.6690330105389349,dpr,0.3549378004445634
,26.0,14.0,0.3,1.0,0.0,,accuracy,0.6787323517114112,dpr,0.1665763322817546
,26.0,14.0,0.3,1.0,1.0,,accuracy,0.6701910673173553,dpr,0.3566394343218183
,33.0,17.0,0.3,0.0,0.0,,accuracy,0.6771397223639826,dpr,0.17518347326510594
,33.0,17.0,0.3,0.0,1.0,,accuracy,0.6662807525325615,dpr,0.3526020604575681
,33.0,17.0,0.3,1.0,0.0,,accuracy,0.6774290531725263,dpr,0.17259709333736312
,33.0,17.0,0.3,1.0,1.0,,accuracy,0.6683076400728932,dpr,0.3528566445167348
,39.2,20.8,0.3,0.0,0.0,,accuracy,0.6765608511628247,dpr,0.17241914821886614
,39.2,20.8,0.3,0.0,1.0,,accuracy,0.6730866808275635,dpr,0.34216779511372997
,39.2,20.8,0.3,1.0,0.0,,accuracy,0.6775741901409558,dpr,0.17048504039812487
,39.2,20.8,0.3,1.0,1.0,,accuracy,0.6735209390204668,dpr,0.3417382873895044
,46.0,24.0,0.3,0.0,0.0,,accuracy,0.6785873195350167,dpr,0.17640245708682134
,46.0,24.0,0.3,0.0,1.0,,accuracy,0.6717826487444342,dpr,0.33808780248458603
,46.0,24.0,0.3,1.0,0.0,,accuracy,0.6788769647196656,dpr,0.1749619750116173
,46.0,24.0,0.3,1.0,1.0,,accuracy,0.6723619391137319,dpr,0.33639901099522146
,52.2,27.8,0.3,0.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.3,0.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,52.2,27.8,0.3,1.0,0.0,,accuracy,0.6767056737551491,dpr,0.17598483382435062
,52.2,27.8,0.3,1.0,1.0,,accuracy,0.6712038823353115,dpr,0.3349795610885716
,59.2,30.8,0.3,0.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.3,0.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,59.2,30.8,0.3,1.0,0.0,,accuracy,0.6758368429932377,dpr,0.17004504554632516
,59.2,30.8,0.3,1.0,1.0,,accuracy,0.6759812464174223,dpr,0.33394779145915804
,65.4,34.6,0.3,0.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.3,0.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
,65.4,34.6,0.3,1.0,0.0,,accuracy,0.6745331252862132,dpr,0.16420951005583415
,65.4,34.6,0.3,1.0,1.0,,accuracy,0.6719275761287935,dpr,0.3090897427256647
10.0,,,0.3,0.0,0.0,,accuracy,0.6732316082119231,dpr,0.14893912514609106
10.0,,,0.3,0.0,1.0,,accuracy,0.6701899146049707,dpr,0.1748392669583529
10.0,,,0.3,1.0,0.0,,accuracy,0.672507809626406,dpr,0.08315196855672295
10.0,,,0.3,1.0,1.0,,accuracy,0.669611148195848,dpr,0.11893115976662913
20.0,,,0.3,0.0,0.0,,accuracy,0.6768508107235786,dpr,0.17389902829319862
20.0,,,0.3,0.0,1.0,,accuracy,0.6685971804655072,dpr,0.19796186585074288
20.0,,,0.3,1.0,0.0,,accuracy,0.6778640449096744,dpr,0.16165382808524625
20.0,,,0.3,1.0,1.0,,accuracy,0.6694659064353836,dpr,0.1852045553989972
30.0,,,0.3,0.0,0.0,,accuracy,0.6772852785005518,dpr,0.1782272995522503
30.0,,,0.3,0.0,1.0,,accuracy,0.6657040819641381,dpr,0.2098149438718213
30.0,,,0.3,1.0,0.0,,accuracy,0.6788771743037356,dpr,0.17537340078026614
