k,u,f,tau,neg_corr,micro_agg,epsilon,accuracy,auc,f1,precision,recall,dpr,eor,eOdds
,10.0,20.0,0.1,0.0,0.0,,0.8502194675098866,0.7604188221243984,0.6537282139562954,0.7375522313205386,0.5871771471836895,0.16023521811063862,0.059918005675470024,0.12135524126681148
,10.0,20.0,0.1,0.0,1.0,,0.8003129160314788,0.7303774222974361,0.5896451121064635,0.5847764450572289,0.5954574826656789,0.2708632975814819,0.3900656933958152,0.5451472457929093
,10.0,20.0,0.1,1.0,0.0,,0.8205214641591887,0.6512574271406567,0.4655893135829544,0.8228933956223647,0.32472213036271586,0.031333331603223366,0.1853965847925913,0.1925719131231912
,10.0,20.0,0.1,1.0,1.0,,0.7949998557034486,0.6794047273848891,0.517168426248799,0.5994915172060301,0.4563773731108524,0.1611837439543883,0.21819492188028025,0.2924502892441175
,13.0,27.0,0.1,0.0,0.0,,0.8504036625294111,0.7617090897357834,0.6553052941701067,0.7359955503192668,0.590609536141386,0.16630939073325135,0.0689203892190373,0.13530724443215322
,13.0,27.0,0.1,0.0,1.0,,0.7920517969919167,0.7252735481830198,0.5801237032601432,0.5649725699116221,0.5964648648235633,0.2778458459165528,0.3899255729131169,0.5559849275107838
,13.0,27.0,0.1,1.0,0.0,,0.8273701557384193,0.6697006908282698,0.504724123414652,0.8162370392202224,0.3655320857230699,0.058153489322293736,0.10652065637992954,0.11434416960786215
,13.0,27.0,0.1,1.0,1.0,,0.7821624894229684,0.6820770620052157,0.5193526388858337,0.5541194902267986,0.4889938561297503,0.17367947629179095,0.23148986981313102,0.3176080759354353
,16.6,33.4,0.1,0.0,0.0,,0.8502808642778703,0.7601541586401418,0.6534809938796406,0.7382151913682748,0.5862842476333474,0.16714240521570733,0.07769283270704921,0.14433929495824194
,16.6,33.4,0.1,0.0,1.0,,0.7788152008211888,0.7202269411094967,0.5693624516290076,0.5360979352858398,0.6071969019671761,0.2684476935178799,0.3747007108069498,0.5343741626965075
,16.6,33.4,0.1,1.0,0.0,,0.8325296534128869,0.6854126399199408,0.5359576746919659,0.8056108448746956,0.4016078326102003,0.07140646662993534,0.08203450559566343,0.09438161042138472
,16.6,33.4,0.1,1.0,1.0,,0.7715670058484431,0.6816000771802107,0.5170478799750258,0.526555679300888,0.5080238505934459,0.17364757620388185,0.2440550631043245,0.3281424772679764
,20.0,40.0,0.1,0.0,0.0,,0.8515400355969218,0.7639420038582664,0.6587106649542369,0.7378739044318638,0.5949521073679043,0.17287506643819622,0.08566966837553923,0.15613954329794427
,20.0,40.0,0.1,0.0,1.0,,0.7653325554523158,0.7119531501931456,0.5556123665914221,0.5111178529735928,0.6089793115134825,0.25932170750761296,0.4019054096858353,0.5496601809315262
,20.0,40.0,0.1,1.0,0.0,,0.8343723062285937,0.692418483175634,0.5488675853662074,0.7976341356837311,0.4185720145173901,0.07972682946897157,0.06450925825390738,0.08066123192418674
,20.0,40.0,0.1,1.0,1.0,,0.7670521223664937,0.6838678835156229,0.5200296281288974,0.5179507911660837,0.5234042773742026,0.1827163042302314,0.2784884652392132,0.3668272438479489
,23.0,47.0,0.1,0.0,0.0,,0.8506800800213974,0.7628990999279612,0.6568646787409602,0.7354749555500967,0.5935544696532704,0.1698540917765045,0.07565478260339821,0.14470228900531446
,23.0,47.0,0.1,0.0,1.0,,0.7697243813261777,0.713647859690328,0.5585800686203358,0.5186252421190025,0.6054891604187727,0.2667840149720511,0.3874445960729279,0.5460574239273787
,23.0,47.0,0.1,1.0,0.0,,0.8378427703278003,0.7016706804097644,0.5659291972339491,0.7968135991804626,0.4389766527757804,0.09534939400577262,0.037180029263132366,0.06037282729273944
,23.0,47.0,0.1,1.0,1.0,,0.7720886850377868,0.6853144434421017,0.5228207827034584,0.5283992747376753,0.5179198729999059,0.19147820382512265,0.3045644316663932,0.3984773776406601
,26.6,53.4,0.1,0.0,0.0,,0.8503422516147067,0.7616702112454783,0.6552178968523596,0.735817798657114,0.5906111882325258,0.17155003286355594,0.09005253616270263,0.15931904678022854
,26.6,53.4,0.1,0.0,1.0,,0.7681581648647516,0.7144993796098074,0.55932381116646,0.5159299971071395,0.6109941428533812,0.2719113614834871,0.4020282151521877,0.5640406119226224
,26.6,53.4,0.1,1.0,0.0,,0.8402688904934413,0.7088950321160464,0.5784389124676479,0.7936962259991078,0.4554483048016203,0.09870258276996294,0.0464910554659624,0.0709252749370113
,26.6,53.4,0.1,1.0,1.0,,0.7723654420510707,0.6904188512094651,0.5299705689548013,0.5289387103586657,0.5323417913179755,0.2037733219892362,0.3143008634111302,0.4192178546576626
,30.0,60.0,0.1,0.0,0.0,,0.8507108491389929,0.7626054428843962,0.6565742674958864,0.7360344565285551,0.5926444542456434,0.17216295135215595,0.08754980468107043,0.1575668434171999
,30.0,60.0,0.1,0.0,1.0,,0.767789628642922,0.7120046796091867,0.5564388810856661,0.5158075046583053,0.6043844727132679,0.2768659965674415,0.42809975143777307,0.5929188911914837
,30.0,60.0,0.1,1.0,0.0,,0.8417124407393869,0.7132725709387495,0.5860916224897157,0.7917531469254929,0.4654987264908401,0.10599639113291112,0.02770592509148193,0.05663254768971556
,30.0,60.0,0.1,1.0,1.0,,0.7703999013879254,0.6864688798696641,0.5242495193773447,0.5244018853462139,0.5245597626316952,0.2134604144677949,0.3602699787144354,0.4712128539247698
,33.0,67.0,0.1,0.0,0.0,,0.8506493910685528,0.762832178590419,0.6567437845017696,0.7353808946583859,0.593420208759853,0.17364720678512927,0.08809213356855697,0.15967907933834358
,33.0,67.0,0.1,0.0,1.0,,0.765270314596662,0.7043856891851149,0.5468344943480619,0.5133081089488094,0.5869727885379179,0.25441189462900266,0.3753015562297555,0.5251820619621774
,33.0,67.0,0.1,1.0,0.0,,0.8421730579664711,0.7167825743376139,0.5916375812156843,0.784625822339289,0.4749058008953176,0.10938704256615876,0.04293040930163188,0.07425136592780028
,33.0,67.0,0.1,1.0,1.0,,0.7644422457296709,0.6775820804777595,0.5101983195035658,0.5111539521602387,0.5100159666048611,0.18194817416946266,0.2999388529503614,0.3865962766987018
10.0,,,0.1,0.0,0.0,,0.8485610474382931,0.7646343435052118,0.6571458832033159,0.7224824800770676,0.6027296479344842,0.15154571300390954,0.02416744258103189,0.08103744608602906
10.0,,,0.1,0.0,1.0,,0.8441999482418645,0.7568069190488378,0.6451614119959997,0.7145219633391648,0.5882073862246199,0.17172369934918508,0.09751642208980464,0.17095749618180067
10.0,,,0.1,1.0,0.0,,0.8427565253164057,0.7130074427713369,0.5862309331501183,0.8004528402089918,0.4627032349839838,0.09455032570699863,0.05256810441100638,0.07439937106336329
10.0,,,0.1,1.0,1.0,,0.8430944810435829,0.7343314532943801,0.6164760066573655,0.7499673576870645,0.5244811459519931,0.13157301616181732,0.052365362114899214,0.09858886336012744
20.0,,,0.1,0.0,0.0,,0.8491445336505217,0.7626659106679594,0.6554270240623669,0.7283884347474789,0.5958396886898973,0.16113134649837205,0.044799075682088206,0.10843963301161473
20.0,,,0.1,0.0,1.0,,0.8275234967600238,0.7485103828765501,0.6247585609368265,0.6565685655584139,0.5960923317662072,0.19173375291565686,0.13169494448364155,0.2251137945053093
20.0,,,0.1,1.0,0.0,,0.8406374361464181,0.7033666454061505,0.5698634620587757,0.8138764052576366,0.4385696607473608,0.07990889405829593,0.08403322154737927,0.09859004585067653
20.0,,,0.1,1.0,1.0,,0.8228244465519914,0.7099471109544624,0.5717206747399889,0.683173601462636,0.4922288618683661,0.12356079571165995,0.059467283828591365,0.11000574979055316
30.0,,,0.1,0.0,0.0,,0.8492981151663788,0.7626410095173077,0.6554839156903707,0.7291946048833857,0.5954653690230427,0.16604487574228488,0.056120326760084605,0.1238347455717134
30.0,,,0.1,0.0,1.0,,0.8163752866597178,0.7319647707399011,0.5986150385915839,0.6326149708734572,0.5691031510403747,0.21651061654670928,0.2566000689003559,0.36693527428441375
30.0,,,0.1,1.0,0.0,,0.8433400728310907,0.7140420538666225,0.5882032614748582,0.8017636277660548,0.4646101098545973,0.0950672978473782,0.055451595635283416,0.07824244347720047
30.0,,,0.1,1.0,1.0,,0.8018178866232759,0.6888139093797874,0.5322630029796472,0.6178577276428381,0.4707825302003412,0.1303196050061503,0.08081219783962935,0.13612477499881642
40.0,,,0.1,0.0,0.0,,0.8498508699856006,0.7623470419788925,0.6556148117830801,0.7322508409912969,0.5935431921800883,0.17345049129380935,0.08972551673068441,0.1610686572214605
40.0,,,0.1,0.0,1.0,,0.8048892575838684,0.7230463374437573,0.5824123505847469,0.6021950847613069,0.5651954784437604,0.22227302083356196,0.30565418275184986,0.4190466055532516
40.0,,,0.1,1.0,0.0,,0.8457356030709324,0.7246739626075973,0.6052289040019174,0.7887468922061579,0.4911333746060079,0.11142399930586043,0.017309812024067894,0.04885228605798705
40.0,,,0.1,1.0,1.0,,0.8027395266167721,0.7029784502960873,0.5544382646111885,0.6088203618545749,0.5105784729873594,0.15923156363859875,0.1841585212792961,0.2505145482985995
50.0,,,0.1,0.0,0.0,,0.8505879329981128,0.7633087561700308,0.6572575180499186,0.7342075534570636,0.5949414746842633,0.1753959486828745,0.0958550901127402,0.16802460495695595
50.0,,,0.1,0.0,1.0,,0.7968119374556499,0.7238485135591555,0.5802251703768929,0.5775955587823577,0.5830906202840809,0.23676781459448915,0.31781646986041323,0.4464783745979976
50.0,,,0.1,1.0,0.0,,0.8467797772438491,0.7307171172333807,0.6142808309516724,0.7798667503127893,0.5068200348517143,0.1215632742846766,0.029519553223800343,0.0665948292211436
50.0,,,0.1,1.0,1.0,,0.8013880526605078,0.7121391931647357,0.5670011140845059,0.597270733905153,0.5399755452660835,0.18742514785869172,0.2362743155677699,0.3239127759778525
60.0,,,0.1,0.0,0.0,,0.8500658152604261,0.7626194761432654,0.6560782332034737,0.7328562013189412,0.59392525843848,0.17407903674802644,0.08952868109600541,0.1614685930868135
60.0,,,0.1,0.0,1.0,,0.7930343386181711,0.7185063906744735,0.5723581983836075,0.570698626151114,0.5747664673442197,0.2292029057837803,0.31581599131987537,0.4380821700104578
60.0,,,0.1,1.0,0.0,,0.8487146666787385,0.7388167424945391,0.6264266876163468,0.7725906190383174,0.5268234494928359,0.13624314174708835,0.04147231522852875,0.08661298707492705
60.0,,,0.1,1.0,1.0,,0.7892566360380731,0.7021512608546467,0.5495615099517911,0.5675899899993386,0.5341171893918305,0.18254692694614788,0.2322844620468351,0.3194454248333434
70.0,,,0.1,0.0,0.0,,0.8504036672449846,0.7629711195413814,0.6567597451415853,0.7339350863053475,0.5943059759068805,0.1743738505828047,0.0920195316448322,0.16374218529780624
70.0,,,0.1,0.0,1.0,,0.7728562389490533,0.7049478169078193,0.5493338301018262,0.5280625310852649,0.5739817141795622,0.2008236333474556,0.29881594682026025,0.3957126457120351
70.0,,,0.1,1.0,0.0,,0.8496974110746567,0.7439431232384779,0.6336281649145957,0.7669324344114272,0.5399487574691635,0.14070823777697233,0.04776973844007618,0.09588255110736303
70.0,,,0.1,1.0,1.0,,0.7720271326558752,0.692033684101766,0.5321753025758946,0.5279097895424657,0.5377581664195272,0.15765398178221354,0.21517011916047246,0.2795560897961203
80.0,,,0.1,0.0,0.0,,0.8503729782921399,0.7630379511870963,0.6567850995943572,0.7336319730910847,0.5945611047759584,0.17599923284809812,0.09953182040860556,0.1719665452752664
