,accuracy,f1,precision,recall,auc,dpr,eor,eOdds,e
1647,0.7619778869778869,0.3824701195219123,0.5047318611987381,0.3078896728672226,0.6063978951858827,0.03749049554048914,0.039956720733832496,0.040965040695088994,0.01
1648,0.33261670761670764,0.3824950269963058,0.24566526738455924,0.86337395766517,0.5144650931067623,0.02693456974413277,0.02179602571222483,0.0582488471493835,0.01
1649,0.7605958230958231,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01
1650,0.23295454545454544,0.377570093457944,0.2343025054129292,0.9717767799871712,0.4860902878332787,0.005157762155550749,0.006523806788078401,0.007191586420799645,0.01
1651,0.7561425061425061,0.3047285464098074,0.48,0.2232200128287364,0.5735522636322159,0.02087493265750756,0.050240333978053935,0.05190074518433749,0.01
1652,0.7834766584766585,0.17736289381563594,0.9806451612903224,0.0974983964079538,0.5484463514444372,0.017349536688928604,0.01439450519287361,0.014551559595768456,0.01
1653,0.21867321867321868,0.32644956314535345,0.20567139282735614,0.7908915971776781,0.4147270422795315,0.04210286925187967,0.032050913779786416,0.047680811072004836,0.01
1654,0.4342751842751843,0.2782131661442006,0.2002820874471086,0.4554201411161001,0.4415198827930592,0.061222491152476126,0.05440867628002577,0.11038910672163682,0.01
1655,0.21683046683046686,0.3004115226337449,0.19106613156517188,0.7023733162283515,0.3831874657055345,0.048965814549988496,0.02220456155805361,0.02922767294049045,0.01
1656,0.7831695331695332,0.3965811965811966,0.5941101152368758,0.2976266837716485,0.6168125342944655,0.04896581454998857,0.02220456155805361,0.029227672940490463,0.01
1657,0.5818488943488943,0.3062420382165605,0.2540152155536771,0.3855035279025016,0.5145769204220766,0.08486678982230023,0.08277638407476208,0.18013289074829525,0.01
1658,0.7942260442260443,0.4017857142857143,0.6607929515418502,0.2886465683130212,0.6210040836719557,0.05329050852090296,0.012891220947675476,0.021605949785831,0.01
1659,0.7917690417690417,0.4052631578947369,0.6407766990291263,0.2963438101347017,0.6220261348270925,0.053622300562009714,0.01874158192739556,0.02835907516177837,0.01
1660,0.7621314496314496,0.1512328767123288,0.5187969924812029,0.0885182809493265,0.5313376787343039,0.006639006776725805,0.00984635222173283,0.018629973544980118,0.01
1661,0.21683046683046686,0.3004115226337449,0.19106613156517188,0.7023733162283515,0.3831874657055345,0.048965814549988496,0.02220456155805361,0.02922767294049045,0.01
1662,0.7621314496314496,0.1512328767123288,0.5187969924812029,0.0885182809493265,0.5313376787343039,0.006639006776725805,0.00984635222173283,0.018629973544980118,0.01
1663,0.7605958230958231,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01
1664,0.7355651105651105,0.3733624454148472,0.4314550042052145,0.3290570878768441,0.5962870741221489,0.007405695446776883,0.08465628730283359,0.10810821006821886,0.01
1665,0.22205159705159705,0.3274030801911843,0.20642893018583627,0.7908915971776781,0.41694791851615576,0.036890652677368574,0.032050913779786416,0.0423571613391337,0.01
1666,0.7601351351351351,0.0,0.0,0.0,0.4996971532404603,0.0006949270326615705,0.0,0.001001669449081803,0.01
1667,0.4603808353808354,0.3231895223420647,0.2309386182218552,0.5381654906991661,0.487031463298301,0.143234223124871,0.06694881173519207,0.2253033044972179,0.01
1668,0.660012285012285,0.15753424657534248,0.19363891487371376,0.13277742142398974,0.4793707418042623,0.118664304864542,0.1071385255685989,0.22474072603549894,0.01
1669,0.4321253071253071,0.20982905982905986,0.15732137135533486,0.31494547787042976,0.3919770797387683,0.06047258204175576,0.11266333454617415,0.22050462945205232,0.01
1670,0.7867014742014742,0.30445668502754125,0.6940639269406392,0.1949967928159076,0.5839712411485151,0.036860365045117485,0.023813171451004426,0.03223595985728592,0.01
1671,0.7817874692874693,0.3145200192957067,0.6342412451361867,0.209108402822322,0.5855758044800082,0.042782388638866416,0.032050913779786416,0.04836837171529691,0.01
1672,0.2378685503685504,0.36412556053811657,0.22750560358629526,0.9114817190506737,0.4686623212656961,0.006639006776725798,0.0098463522217328,0.018629973544980083,0.01
1673,0.2394041769041769,0.38632139759633255,0.2394041769041769,1.0,0.5,0.0,0.0,0.0,0.01
1674,0.6936425061425061,0.17116742833402573,0.2429245283018868,0.13213598460551634,0.5012587857612681,0.0379104066510374,0.05316072693847067,0.0913433636448642,0.01
1675,0.7412469287469288,0.14597060314242272,0.3478260869565217,0.09236690186016676,0.5189272425715129,0.021615238372636018,0.01049426453972692,0.044502425911846936,0.01
1676,0.4674447174447174,0.3556298773690078,0.2503269683494638,0.613855035279025,0.5176079133592784,0.027063740691434024,0.03242434107636438,0.0687634217027403,0.01
1677,0.6451167076167076,0.2294098032677559,0.2388888888888889,0.22065426555484285,0.4996871166255943,0.053341691453452834,0.06819356939045174,0.12202400861414935,0.01
1678,0.7831695331695332,0.3965811965811966,0.5941101152368758,0.2976266837716485,0.6168125342944655,0.04896581454998857,0.02220456155805361,0.029227672940490463,0.01
1679,0.2395577395577396,0.3863692688971499,0.23944094609123026,1.0,0.5001009489198466,0.00023164234422057286,0.0,0.00033388981636062187,0.01
1680,0.7619778869778869,0.1511500547645126,0.5168539325842697,0.0885182809493265,0.5312367298144574,0.006870649120946329,0.00984635222173283,0.01829608372861952,0.01
1681,0.7605958230958231,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01
1682,0.214987714987715,0.3001095290251917,0.1907745865970409,0.7030147530468249,0.382195848156766,0.043661152101428735,0.02793683014483872,0.02893014382221382,0.01
1683,0.7831695331695332,0.3965811965811966,0.5941101152368758,0.2976266837716485,0.6168125342944655,0.04896581454998857,0.02220456155805361,0.029227672940490463,0.01
1684,0.2172911547911548,0.3563581260260134,0.2218553459119497,0.9050673508659396,0.4529374711123561,0.015280163236618629,0.02737190167052861,0.02786284588978405,0.01
1685,0.7621314496314496,0.1512328767123288,0.5187969924812029,0.0885182809493265,0.5313376787343039,0.006639006776725805,0.00984635222173283,0.018629973544980118,0.01
1686,0.20254914004914004,0.33414540325682784,0.20881410256410254,0.8357921744708147,0.4195112699529521,0.025209441087653217,0.04519427794480935,0.0457643462063484,0.01
1687,0.4917076167076167,0.19815891472868216,0.15920591669910472,0.26234765875561256,0.4131241625092418,0.07142509641650874,0.09541865349138562,0.20934243862186352,0.01
1688,0.4247542997542997,0.3633582596872875,0.24716763005780346,0.6856959589480436,0.5141582964536301,0.1902425279514216,0.15181255864723575,0.35295661726723737,0.01
