epsilon,fold,perf_name,perf_val,fair_name,fair_val
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
,0,accuracy,0.765,dpr,0.05257936507936512
