epsilon,fold,perf_name,perf_val,fair_name,fair_val
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
,0,accuracy,0.6729377713458755,dpr,0.13601270984284264
